"Speed","Radius_big","Radius_small","Length","Pressure_1","Pressure_2","Viscosity","Kf_a","Kf_b","Kf_c","","","",""
"40.6","2.4","0.0","192.7","34.2","5.2","0.006","-6.8","0","40.6","","","",""
"43.0","3.2","2.2","551.8","195.5","132.0","0.004","-7.8","0","80.0","","","",""
"200.2","0.8","0.5","403.8","110.8","49.7","0.000","-501.4","0","338.4","","","",""
"10.9","4.6","2.0","584.3","29.5","21.6","0.005","-0.6","0","13.3","","","",""
"4.5","3.1","2.8","194.7","21.2","18.1","0.002","-2.7","0","25.0","","","",""
"1.3","0.5","0.1","486.1","160.1","96.7","0.006","-5.4","0","1.3","","","",""
"28.0","2.9","1.4","609.8","110.1","16.7","0.009","-4.2","0","35.6","","","",""
"35.0","1.6","0.5","463.1","67.0","13.2","0.002","-15.2","0","38.7","","","",""
"48.5","3.0","1.6","353.0","168.1","97.6","0.007","-7.2","0","66.1","","","",""
"1.2","0.5","0.2","665.4","42.9","26.7","0.001","-5.1","0","1.4","","","",""
"544.2","3.8","2.1","666.7","161.4","42.7","0.001","-55.6","0","797.1","","","",""
"8.8","1.8","1.6","260.2","61.9","16.6","0.003","-12.9","0","42.0","","","",""
"322.1","3.4","1.0","811.9","113.7","14.5","0.001","-31.1","0","351.4","","","",""
"12.3","4.1","2.0","934.8","30.7","1.7","0.008","-1.0","0","16.0","","","",""
"0.6","4.0","1.1","681.3","6.1","5.6","0.005","-0.0","0","0.6","","","",""
"1.3","3.3","0.1","516.9","50.4","49.3","0.004","-0.1","0","1.3","","","",""
"0.0","0.3","0.1","705.7","42.5","37.6","0.004","-0.4","0","0.0","","","",""
"113.4","2.9","0.7","149.5","101.1","19.1","0.009","-14.6","0","121.1","","","",""
"3.3","4.5","3.4","156.0","6.1","4.2","0.007","-0.4","0","8.1","","","",""
"69.2","2.5","2.4","130.4","31.6","18.2","0.000","-164.9","0","1001.0","","","",""
"24.8","2.8","2.1","280.5","113.0","53.0","0.007","-7.9","0","60.7","","","",""
"1.2","1.9","1.1","883.2","4.8","2.4","0.001","-0.5","0","1.8","","","",""
"93.9","4.3","0.9","796.2","172.1","42.0","0.008","-5.4","0","98.4","","","",""
"17.9","2.1","0.3","525.2","61.7","35.4","0.003","-4.1","0","18.2","","","",""
"0.1","0.1","0.1","428.5","148.6","71.3","0.008","-5.4","0","0.1","","","",""
"696.0","3.7","2.5","92.9","122.9","10.5","0.003","-98.9","0","1320.7","","","",""
"5.5","4.7","2.7","320.0","40.8","36.7","0.009","-0.4","0","8.0","","","",""
"186.8","4.6","1.2","292.7","86.9","20.2","0.006","-9.7","0","201.9","","","",""
"24.1","3.7","3.1","467.8","136.1","58.2","0.006","-6.7","0","90.8","","","",""
"0.0","0.1","0.0","465.3","3.9","2.7","0.001","-0.5","0","0.0","","","",""
"0.6","0.4","0.0","879.9","148.1","99.3","0.005","-2.9","0","0.6","","","",""
"29.9","2.9","1.5","232.5","54.7","32.9","0.005","-5.0","0","40.8","","","",""
"0.1","0.2","0.2","248.8","115.7","58.0","0.006","-9.6","0","0.4","","","",""
"0.1","0.6","0.5","979.8","35.2","11.8","0.003","-2.3","0","0.7","","","",""
"3.8","3.9","3.5","921.5","54.6","35.9","0.004","-1.3","0","20.1","","","",""
"170.6","0.7","0.1","7.8","133.6","34.6","0.009","-358.9","0","173.2","","","",""
"0.5","0.8","0.1","680.2","15.0","1.2","0.006","-0.9","0","0.5","","","",""
"485.1","4.9","3.7","91.7","154.8","19.8","0.008","-46.9","0","1143.1","","","",""
"0.6","0.2","0.0","725.8","178.9","119.0","0.002","-13.7","0","0.6","","","",""
"94.1","3.3","0.1","486.7","105.5","18.2","0.005","-8.9","0","94.2","","","",""
"8.0","1.9","1.8","72.8","133.6","120.2","0.004","-12.1","0","45.9","","","",""
"0.3","3.3","3.0","994.5","71.9","69.1","0.004","-0.2","0","2.0","","","",""
"713.2","4.5","2.0","84.7","103.6","6.3","0.007","-43.4","0","880.1","","","",""
"284.1","0.8","0.0","97.0","161.7","58.3","0.001","-475.1","0","284.1","","","",""
"116.8","2.1","2.0","3.9","157.5","122.9","0.005","-422.9","0","1874.0","","","",""
"28.5","2.6","1.9","640.4","189.3","45.2","0.006","-9.7","0","64.2","","","",""
"0.3","1.8","0.2","125.6","9.0","8.5","0.008","-0.1","0","0.3","","","",""
"11.7","4.8","4.2","208.0","37.8","35.8","0.001","-2.3","0","52.7","","","",""
"4.1","0.8","0.3","740.3","116.6","49.1","0.003","-8.2","0","4.7","","","",""
"392.6","5.0","4.1","453.2","187.0","64.9","0.001","-48.2","0","1199.7","","","",""
"8.0","1.0","0.4","940.2","93.8","55.2","0.001","-10.5","0","9.7","","","",""
"154.6","1.8","0.9","69.6","104.5","85.7","0.001","-70.6","0","217.4","","","",""
"8.1","2.6","1.0","978.6","131.1","92.8","0.007","-1.4","0","9.6","","","",""
"103.5","3.1","0.1","576.5","86.5","62.9","0.001","-10.8","0","103.5","","","",""
"0.1","1.5","1.3","585.8","8.9","7.0","0.008","-0.1","0","0.2","","","",""
"0.3","2.1","2.1","866.4","119.4","76.6","0.006","-2.2","0","9.9","","","",""
"90.7","3.9","0.5","464.4","105.6","43.9","0.005","-6.2","0","92.0","","","",""
"2.0","1.2","0.7","846.7","66.3","38.5","0.004","-2.2","0","2.9","","","",""
"0.3","0.8","0.2","506.0","27.9","23.8","0.004","-0.5","0","0.3","","","",""
"0.3","0.5","0.3","963.5","108.9","65.8","0.006","-1.8","0","0.4","","","",""
"23.1","1.2","0.2","382.6","30.0","27.0","0.000","-15.8","0","23.5","","","",""
"0.0","0.0","0.0","368.8","55.7","29.0","0.005","-3.9","0","0.0","","","",""
"0.0","0.2","0.2","794.4","46.1","44.2","0.006","-0.1","0","0.0","","","",""
"4.6","2.7","1.0","549.2","102.1","89.3","0.008","-0.8","0","5.4","","","",""
"162.8","1.6","0.9","61.8","110.0","72.3","0.002","-89.8","0","237.3","","","",""
"23.9","2.3","1.9","857.5","67.8","25.8","0.001","-13.2","0","69.4","","","",""
"113.4","4.5","3.6","854.6","178.6","114.4","0.001","-16.4","0","329.4","","","",""
"306.2","4.4","0.9","765.6","155.2","9.4","0.003","-16.3","0","319.4","","","",""
"2.5","0.9","0.1","747.1","77.8","8.4","0.008","-3.1","0","2.5","","","",""
"14.8","3.3","3.1","977.2","194.5","111.0","0.003","-8.5","0","94.3","","","",""
"56.7","4.5","0.0","828.0","115.1","29.7","0.009","-2.8","0","56.7","","","",""
"9.3","2.3","2.2","753.7","69.9","28.1","0.001","-15.1","0","83.1","","","",""
"11.1","1.0","0.2","555.8","33.4","1.1","0.001","-11.6","0","11.7","","","",""
"190.8","2.4","0.9","353.0","199.9","41.2","0.003","-37.1","0","220.9","","","",""
"0.2","0.8","0.4","455.3","13.9","6.6","0.009","-0.4","0","0.3","","","",""
"0.5","2.1","1.9","904.9","174.8","164.1","0.006","-0.5","0","2.1","","","",""
"53.9","1.3","0.2","576.6","59.3","8.0","0.001","-34.1","0","55.1","","","",""
"11.2","2.9","2.1","720.2","82.6","39.4","0.005","-3.1","0","25.3","","","",""
"0.2","3.0","2.5","342.3","92.1","91.9","0.003","-0.1","0","0.5","","","",""
"0.0","0.0","0.0","31.6","65.9","34.6","0.006","-41.8","0","0.0","","","",""
"12.6","1.5","0.3","136.3","95.4","65.5","0.009","-5.9","0","13.1","","","",""
"18.0","1.3","0.5","190.4","93.6","4.2","0.009","-13.0","0","21.2","","","",""
"420.5","3.3","0.5","628.5","184.1","10.8","0.002","-39.7","0","430.0","","","",""
"11.2","1.6","0.2","304.4","35.2","21.2","0.002","-4.6","0","11.4","","","",""
"60.6","2.9","1.8","775.5","50.0","27.2","0.001","-11.9","0","100.9","","","",""
"43.0","2.8","2.0","303.7","139.0","10.1","0.009","-11.5","0","88.7","","","",""
"9.8","2.0","0.5","830.7","140.1","63.0","0.009","-2.6","0","10.4","","","",""
"1.3","3.3","2.9","594.9","13.1","8.2","0.004","-0.5","0","5.6","","","",""
"5.3","3.6","1.6","939.6","59.3","56.8","0.001","-0.5","0","6.6","","","",""
"2195.1","4.0","2.5","23.2","32.0","15.6","0.001","-224.3","0","3584.3","","","",""
"0.1","1.1","0.7","954.9","10.2","6.3","0.009","-0.1","0","0.1","","","",""
"88.0","3.9","2.4","386.9","181.5","70.4","0.008","-9.3","0","142.3","","","",""
"98.1","3.4","1.3","229.9","9.7","0.3","0.001","-10.2","0","116.3","","","",""
"1.7","1.0","0.3","879.4","99.5","71.2","0.004","-1.9","0","1.9","","","",""
"498.2","3.5","1.7","69.0","107.1","6.6","0.007","-51.6","0","649.8","","","",""
"0.3","0.3","0.2","786.0","132.5","46.3","0.003","-9.6","0","0.9","","","",""
"122.0","4.8","2.2","464.9","120.8","27.5","0.008","-6.6","0","152.7","","","",""
"3.4","2.8","2.2","566.9","29.8","13.7","0.006","-1.2","0","9.3","","","",""
"17.2","4.7","0.2","550.1","79.2","68.3","0.006","-0.8","0","17.2","","","",""
"4.9","3.3","3.0","990.8","80.1","24.5","0.006","-2.5","0","27.4","","","",""
"15.0","1.3","0.3","587.2","22.1","14.5","0.000","-9.6","0","15.9","","","",""
"1.9","2.9","1.5","582.2","28.1","22.1","0.008","-0.3","0","2.6","","","",""
"10.1","4.9","3.3","122.3","79.3","78.2","0.003","-0.8","0","18.5","","","",""
"194.5","4.4","3.8","97.5","127.1","29.6","0.007","-36.5","0","720.7","","","",""
"103.3","2.1","0.2","625.2","156.6","45.1","0.002","-23.1","0","104.4","","","",""
"9.5","1.6","0.0","917.1","143.3","50.1","0.006","-3.9","0","9.5","","","",""
"13.5","3.4","0.4","144.6","8.0","2.2","0.008","-1.2","0","13.7","","","",""
"5.3","2.4","2.0","368.9","82.6","55.9","0.005","-3.4","0","19.4","","","",""
"320.3","3.9","1.0","182.5","194.8","74.7","0.007","-22.5","0","341.3","","","",""
"77.7","2.2","0.5","371.6","165.9","58.2","0.004","-17.3","0","81.3","","","",""
"225.0","4.9","0.2","341.2","68.5","37.1","0.002","-9.5","0","225.2","","","",""
"4.1","0.5","0.4","86.2","118.7","5.8","0.009","-34.6","0","9.0","","","",""
"226.9","4.5","4.3","116.1","189.0","10.6","0.002","-167.2","0","3317.8","","","",""
"2182.7","4.0","1.6","254.0","161.4","147.2","0.000","-164.5","0","2630.1","","","",""
"161.2","2.7","0.9","229.3","51.8","11.2","0.002","-24.4","0","182.4","","","",""
"2687.4","3.4","1.9","136.4","185.1","114.0","0.000","-332.5","0","3941.9","","","",""
"35.4","4.0","2.9","273.2","142.2","98.4","0.009","-4.7","0","75.2","","","",""
"120019.3","3.8","0.9","823.6","143.9","38.7","0.000","-9035.8","0","127880.9","","","",""
"67.1","1.7","0.2","654.9","135.3","54.4","0.001","-22.8","0","68.0","","","",""
"76.2","3.9","0.8","714.2","133.6","47.6","0.006","-5.2","0","79.8","","","",""
"0.6","1.0","0.6","581.6","7.5","7.1","0.000","-1.1","0","1.0","","","",""
"17.7","2.5","0.7","814.5","81.8","41.3","0.004","-3.0","0","19.0","","","",""
"1256.1","4.5","0.3","598.1","183.1","63.5","0.001","-63.3","0","1263.8","","","",""
"17.1","1.9","0.4","385.7","28.0","21.1","0.001","-4.9","0","17.9","","","",""
"27.5","4.3","0.1","907.7","183.5","130.9","0.010","-1.5","0","27.5","","","",""
"669.1","4.7","1.3","611.6","183.8","2.1","0.002","-32.8","0","728.7","","","",""
"11.2","4.8","2.2","540.3","96.8","86.1","0.008","-0.6","0","14.2","","","",""
"7.1","3.3","2.5","380.3","77.0","61.9","0.006","-1.6","0","16.9","","","",""
"18.4","4.3","0.0","733.0","43.9","21.0","0.008","-1.0","0","18.4","","","",""
"6.8","1.5","0.2","809.2","143.3","73.2","0.007","-3.0","0","7.0","","","",""
"645.6","2.5","1.0","31.3","136.4","10.3","0.008","-120.3","0","758.4","","","",""
"152.1","3.6","1.6","221.0","39.0","8.4","0.002","-14.4","0","190.6","","","",""
"224.0","3.8","0.2","388.2","166.7","60.7","0.004","-16.0","0","224.7","","","",""
"0.7","2.7","1.5","563.6","48.9","46.2","0.009","-0.1","0","1.0","","","",""
"125.5","2.8","1.5","77.0","154.0","108.2","0.007","-21.7","0","173.3","","","",""
"1.5","1.5","0.4","935.6","198.2","189.4","0.003","-0.8","0","1.6","","","",""
"3.6","1.4","0.3","660.0","43.6","7.9","0.007","-1.8","0","3.8","","","",""
"32.0","4.6","0.3","821.8","82.9","52.0","0.006","-1.5","0","32.2","","","",""
"6.2","2.1","0.9","918.6","86.9","31.3","0.009","-1.7","0","7.5","","","",""
"7.8","3.0","2.7","8.3","3.0","2.4","0.004","-4.3","0","39.5","","","",""
"0.0","0.1","0.1","691.1","33.7","20.5","0.006","-0.8","0","0.0","","","",""
"41.3","2.7","1.1","389.7","92.6","46.0","0.004","-7.0","0","50.5","","","",""
"10.2","3.6","2.7","508.7","97.2","80.6","0.005","-1.8","0","22.9","","","",""
"0.6","0.6","0.2","444.9","34.3","2.5","0.007","-2.5","0","0.8","","","",""
"28.3","3.6","2.5","602.4","87.6","37.4","0.005","-4.3","0","55.5","","","",""
"16.8","2.0","1.0","645.4","48.9","4.7","0.003","-5.2","0","21.7","","","",""
"0.1","1.1","1.0","777.5","10.5","1.0","0.005","-0.7","0","0.8","","","",""
"2.3","0.5","0.1","346.9","122.3","42.3","0.006","-9.6","0","2.4","","","",""
"0.9","0.7","0.2","275.9","187.2","162.2","0.009","-2.4","0","1.0","","","",""
"3.9","4.7","3.4","741.9","19.8","12.0","0.007","-0.4","0","8.6","","","",""
"108.9","3.7","2.0","138.3","147.5","93.2","0.009","-10.9","0","150.6","","","",""
"5.6","0.3","0.2","748.6","173.2","89.6","0.000","-76.0","0","8.6","","","",""
"39.5","2.5","0.8","768.7","146.9","38.8","0.005","-6.8","0","43.8","","","",""
"5.4","3.3","2.2","753.5","91.5","66.1","0.009","-0.9","0","9.7","","","",""
"1.7","3.6","0.1","782.8","9.1","5.1","0.010","-0.1","0","1.7","","","",""
"1090.5","2.4","2.2","515.1","107.2","1.7","0.000","-1000.1","0","5903.7","","","",""
"10.1","2.8","2.4","127.3","8.5","3.4","0.002","-4.9","0","39.1","","","",""
"173.7","3.2","0.5","861.4","196.9","51.8","0.002","-17.1","0","177.9","","","",""
"471.0","2.2","0.5","63.6","93.6","1.8","0.004","-100.4","0","498.6","","","",""
"24.1","1.8","1.2","484.1","137.2","10.9","0.005","-12.4","0","41.1","","","",""
"0.1","0.7","0.5","715.2","20.4","14.4","0.008","-0.3","0","0.1","","","",""
"26.9","3.3","1.9","989.1","195.9","66.9","0.009","-3.7","0","40.4","","","",""
"0.0","0.1","0.0","540.1","7.2","2.1","0.002","-1.3","0","0.0","","","",""
"34.8","1.3","0.3","920.9","174.8","20.0","0.002","-20.4","0","36.3","","","",""
"0.2","0.3","0.2","588.3","148.0","108.6","0.007","-2.5","0","0.3","","","",""
"3.6","3.6","3.4","284.8","33.3","28.1","0.002","-2.9","0","37.8","","","",""
"198.5","4.5","2.5","142.3","33.4","23.5","0.001","-14.0","0","288.2","","","",""
"1.2","0.7","0.2","894.2","112.0","15.2","0.009","-3.0","0","1.3","","","",""
"2.7","0.4","0.0","331.4","143.2","20.2","0.005","-18.1","0","2.7","","","",""
"0.1","2.6","1.7","515.3","8.4","8.1","0.010","-0.0","0","0.1","","","",""
"0.3","0.5","0.2","505.8","38.2","12.1","0.008","-1.6","0","0.4","","","",""
"73.6","4.1","0.8","894.6","154.9","18.5","0.008","-4.5","0","76.6","","","",""
"73.8","3.1","1.4","965.5","143.4","77.9","0.002","-9.6","0","93.1","","","",""
"289.0","3.9","3.1","156.2","191.6","75.9","0.004","-51.2","0","774.2","","","",""
"58.9","3.5","0.9","841.7","113.7","22.2","0.005","-5.1","0","63.4","","","",""
"616.7","3.1","0.4","110.8","178.5","84.8","0.003","-63.6","0","629.4","","","",""
"6.4","1.9","0.7","958.4","122.4","59.4","0.008","-2.1","0","7.6","","","",""
"2853.9","3.8","2.0","15.3","193.1","42.9","0.009","-272.3","0","3941.3","","","",""
"30.8","4.7","2.2","815.6","138.8","113.1","0.004","-1.8","0","39.7","","","",""
"3.3","2.0","0.5","654.0","21.0","7.5","0.006","-0.9","0","3.5","","","",""
"15.7","1.7","0.8","206.0","61.3","32.1","0.006","-6.4","0","19.3","","","",""
"0.1","0.4","0.1","914.7","27.3","0.2","0.005","-1.4","0","0.2","","","",""
"4.2","0.7","0.1","989.0","94.6","51.0","0.001","-8.1","0","4.3","","","",""
"7.3","0.8","0.1","382.1","116.9","15.5","0.006","-10.5","0","7.4","","","",""
"121.3","3.4","1.8","478.9","153.7","74.3","0.003","-14.6","0","166.4","","","",""
"7.8","3.4","2.6","475.6","170.6","146.5","0.007","-1.8","0","20.2","","","",""
"9.4","1.1","0.0","265.0","181.7","112.8","0.009","-7.4","0","9.4","","","",""
"0.1","0.3","0.2","183.5","12.8","10.6","0.002","-1.5","0","0.2","","","",""
"0.1","0.2","0.2","185.3","125.3","0.2","0.009","-18.1","0","0.6","","","",""
"4.0","1.2","0.6","352.8","197.0","164.5","0.006","-3.7","0","5.5","","","",""
"2.5","1.0","0.8","69.8","51.6","44.9","0.004","-6.0","0","6.1","","","",""
"0.3","0.9","0.5","754.7","92.3","83.5","0.006","-0.5","0","0.4","","","",""
"248.3","3.9","1.5","182.9","133.3","5.7","0.009","-19.6","0","294.3","","","",""
"8.0","1.2","0.9","567.2","57.1","7.7","0.002","-9.7","0","15.0","","","",""
"5079.5","4.4","0.2","17.6","185.6","4.6","0.010","-266.9","0","5087.7","","","",""
"73.3","5.0","3.0","821.4","182.8","44.6","0.009","-4.7","0","115.3","","","",""
"3.2","4.0","1.8","515.0","60.5","55.4","0.010","-0.2","0","4.0","","","",""
"0.1","0.9","0.9","949.7","139.5","127.5","0.004","-0.9","0","0.8","","","",""
"3.9","0.5","0.2","130.7","138.5","113.1","0.003","-16.2","0","4.2","","","",""
"661.0","4.9","1.7","739.4","129.2","10.5","0.001","-31.4","0","754.7","","","",""
"6.9","2.4","1.2","457.5","78.6","60.4","0.006","-1.7","0","9.5","","","",""
"56.8","1.4","0.5","35.6","95.7","63.7","0.007","-30.1","0","63.3","","","",""
"17.3","0.5","0.1","370.0","186.3","106.1","0.001","-81.8","0","18.7","","","",""
"4.0","3.0","0.1","911.0","57.2","41.2","0.010","-0.4","0","4.0","","","",""
"7.8","3.7","2.0","509.2","119.2","108.2","0.007","-0.8","0","11.0","","","",""
"185.3","4.0","0.2","145.2","36.0","2.7","0.005","-11.5","0","185.9","","","",""
"76.2","4.9","2.3","127.3","42.1","23.3","0.009","-4.0","0","97.6","","","",""
"4.4","5.0","3.8","778.4","53.7","44.2","0.007","-0.4","0","10.5","","","",""
"1599.4","3.2","2.3","6.9","177.2","154.1","0.002","-338.6","0","3384.1","","","",""
"6.5","2.7","1.1","404.3","110.6","97.5","0.007","-1.1","0","7.8","","","",""
"8.8","1.3","0.9","888.9","128.3","15.1","0.003","-11.4","0","18.2","","","",""
"54.9","4.5","2.7","624.9","123.1","92.8","0.003","-4.3","0","87.5","","","",""
"0.2","1.8","1.7","542.3","33.9","19.1","0.006","-1.1","0","3.6","","","",""
"3.1","4.0","2.3","469.3","39.5","38.0","0.003","-0.3","0","4.6","","","",""
"706.5","3.9","2.0","109.5","157.3","58.2","0.003","-65.2","0","967.3","","","",""
"0.3","0.9","0.8","879.3","65.1","22.2","0.009","-1.3","0","1.2","","","",""
"5.8","0.8","0.5","847.3","69.4","36.2","0.001","-12.7","0","8.7","","","",""
"43.3","1.8","0.2","167.7","140.5","62.3","0.008","-14.1","0","44.1","","","",""
"0.3","4.2","1.0","704.0","1.2","1.0","0.004","-0.0","0","0.3","","","",""
"10.6","0.9","0.3","462.5","193.0","59.0","0.005","-14.2","0","11.7","","","",""
"0.0","0.0","0.0","597.9","51.5","28.4","0.009","-1.1","0","0.0","","","",""
"2128.8","4.9","0.0","540.7","80.9","5.1","0.000","-87.3","0","2128.8","","","",""
"6.9","2.1","1.0","463.1","31.5","2.3","0.007","-2.1","0","9.1","","","",""
"735.3","4.8","3.5","649.6","96.6","51.9","0.000","-69.1","0","1596.0","","","",""
"2.2","2.3","0.9","863.1","55.9","45.4","0.006","-0.5","0","2.5","","","",""
"12.3","4.5","3.0","418.2","5.0","2.6","0.001","-1.1","0","22.0","","","",""
"4.4","0.1","0.0","387.8","196.0","80.6","0.000","-382.8","0","4.5","","","",""
"0.1","0.5","0.1","827.9","32.4","23.2","0.007","-0.4","0","0.1","","","",""
"70.3","2.3","1.4","346.2","106.8","22.1","0.003","-22.1","0","115.5","","","",""
"13.2","4.8","4.7","457.5","181.3","112.5","0.003","-12.6","0","289.7","","","",""
"0.2","0.7","0.7","973.4","157.4","109.8","0.005","-2.3","0","1.1","","","",""
"8.3","3.9","1.7","250.0","56.8","51.2","0.008","-0.7","0","10.2","","","",""
"0.4","0.7","0.2","837.1","26.7","14.2","0.003","-1.1","0","0.5","","","",""
"1352.3","2.7","0.3","934.5","149.0","103.6","0.000","-193.3","0","1369.6","","","",""
"158.3","3.4","2.4","243.8","138.9","28.8","0.004","-25.5","0","299.2","","","",""
"0.1","1.7","1.6","763.6","11.6","7.9","0.006","-0.2","0","0.7","","","",""
"0.3","1.8","1.4","983.7","50.6","43.5","0.007","-0.2","0","0.8","","","",""
"5.2","2.3","1.8","931.7","164.2","84.7","0.008","-2.5","0","13.0","","","",""
"1.9","3.8","2.8","833.7","49.8","41.0","0.009","-0.3","0","4.0","","","",""
"13.5","2.7","2.0","613.1","135.4","66.6","0.007","-4.0","0","29.2","","","",""
"4.8","2.3","1.7","793.2","15.9","5.3","0.001","-2.3","0","11.8","","","",""
"4.2","4.4","4.1","131.6","190.8","182.6","0.007","-2.3","0","43.6","","","",""
"0.4","2.2","1.5","708.4","192.6","189.9","0.006","-0.2","0","0.8","","","",""
"4.1","3.1","1.1","461.3","4.5","3.9","0.001","-0.5","0","4.7","","","",""
"1.8","4.0","3.6","684.0","32.5","22.7","0.006","-0.6","0","9.9","","","",""
"0.0","0.1","0.1","226.0","84.6","64.4","0.005","-4.2","0","0.0","","","",""
"1.2","0.8","0.2","578.7","56.8","16.1","0.008","-2.3","0","1.3","","","",""
"0.6","2.4","1.6","909.8","4.8","2.0","0.004","-0.2","0","1.1","","","",""
"8.9","1.8","1.5","444.8","150.4","86.0","0.003","-10.5","0","33.0","","","",""
"3.2","1.1","0.2","779.0","181.6","110.0","0.008","-2.9","0","3.3","","","",""
"33.0","1.7","0.4","687.1","166.1","33.7","0.004","-11.9","0","34.6","","","",""
"41.7","2.1","0.1","227.9","126.2","57.4","0.008","-9.4","0","41.9","","","",""
"1.5","4.8","4.6","489.1","12.7","7.2","0.002","-1.1","0","25.6","","","",""
"0.8","0.8","0.7","505.7","192.1","40.0","0.006","-11.9","0","7.1","","","",""
"4.7","2.0","0.9","737.6","52.7","19.4","0.008","-1.5","0","5.9","","","",""
"183.4","2.4","0.2","216.7","113.1","18.9","0.003","-32.5","0","184.9","","","",""
"0.4","2.7","1.9","870.0","14.9","11.5","0.009","-0.1","0","0.8","","","",""
"3.4","1.5","0.9","204.3","33.3","19.0","0.008","-2.2","0","5.1","","","",""
"34.0","4.3","3.4","329.6","39.8","19.0","0.003","-5.0","0","93.0","","","",""
"499.3","3.4","0.1","138.3","52.3","5.5","0.002","-43.6","0","500.2","","","",""
"22.7","3.6","3.2","155.2","96.1","59.8","0.007","-8.6","0","112.9","","","",""
"2.6","2.1","0.7","849.9","39.1","31.0","0.004","-0.7","0","3.0","","","",""
"12.8","2.7","1.7","735.1","107.9","84.4","0.003","-3.0","0","21.8","","","",""
"75.3","2.7","2.4","29.5","150.8","129.5","0.004","-49.0","0","346.2","","","",""
"7.4","0.8","0.3","996.8","190.5","43.7","0.003","-14.0","0","9.0","","","",""
"4.5","2.5","1.8","602.0","111.5","76.7","0.009","-1.6","0","10.0","","","",""
"1.3","0.5","0.2","453.4","61.2","20.6","0.003","-7.4","0","1.6","","","",""
"7.6","2.0","0.6","750.7","64.4","53.4","0.002","-2.1","0","8.4","","","",""
"84.2","3.9","0.5","807.9","191.3","42.9","0.008","-5.6","0","85.6","","","",""
"0.2","0.2","0.1","183.7","22.7","3.9","0.005","-5.2","0","0.3","","","",""
"18.0","0.5","0.0","47.8","198.7","119.3","0.006","-74.1","0","18.1","","","",""
"82.3","4.7","1.3","657.7","147.2","133.3","0.001","-4.0","0","89.5","","","",""
"340.2","3.4","0.9","778.1","181.3","4.5","0.002","-31.4","0","365.0","","","",""
"1123.1","4.7","1.9","462.7","150.0","29.0","0.001","-61.8","0","1337.0","","","",""
"19.5","2.8","2.7","71.8","19.7","6.8","0.001","-40.5","0","319.5","","","",""
"109.0","4.3","0.3","317.4","54.4","26.2","0.004","-5.8","0","109.5","","","",""
"79.8","1.0","0.1","364.8","153.2","60.4","0.001","-78.3","0","81.1","","","",""
"0.1","4.2","3.1","958.2","3.5","3.0","0.008","-0.0","0","0.3","","","",""
"54.8","2.1","0.2","211.7","95.8","21.3","0.007","-12.0","0","55.2","","","",""
"19.5","4.4","1.7","650.7","43.4","20.5","0.007","-1.2","0","22.8","","","",""
"0.1","0.5","0.2","333.1","8.5","4.2","0.008","-0.4","0","0.1","","","",""
"25.3","5.0","0.1","788.1","110.6","85.2","0.008","-1.0","0","25.3","","","",""
"110.4","0.6","0.1","28.0","177.4","0.7","0.005","-298.9","0","113.9","","","",""
"0.3","2.1","2.0","725.8","68.6","56.6","0.008","-0.5","0","2.4","","","",""
"21.0","3.3","3.0","179.6","123.4","84.3","0.005","-11.7","0","129.0","","","",""
"25.8","3.9","1.3","34.9","11.2","9.3","0.007","-1.9","0","29.3","","","",""
"12.8","5.0","2.3","657.4","56.6","47.3","0.005","-0.6","0","16.2","","","",""
"47.7","3.6","0.7","998.9","176.9","74.5","0.007","-3.9","0","49.8","","","",""
"674.2","4.5","0.1","368.8","193.6","26.4","0.003","-33.6","0","674.6","","","",""
"2.9","2.8","0.2","439.3","4.8","0.1","0.007","-0.4","0","2.9","","","",""
"0.0","0.1","0.0","853.6","34.6","14.8","0.004","-1.4","0","0.0","","","",""
"0.0","0.2","0.1","204.1","32.3","26.0","0.003","-2.2","0","0.1","","","",""
"27.8","4.0","1.4","734.2","33.0","31.1","0.000","-2.0","0","31.5","","","",""
"28.5","3.0","1.9","555.3","77.5","16.5","0.006","-5.0","0","46.0","","","",""
"4.2","0.8","0.1","586.8","149.1","62.5","0.006","-6.3","0","4.2","","","",""
"13.4","3.8","1.0","475.5","44.5","27.5","0.009","-1.0","0","14.4","","","",""
"0.5","0.8","0.3","331.7","75.7","62.6","0.009","-1.1","0","0.6","","","",""
"21.3","3.5","1.6","569.2","181.2","155.1","0.005","-2.2","0","27.2","","","",""
"11555.4","2.5","0.1","3.3","187.0","29.5","0.006","-1859.8","0","11567.5","","","",""
"83.1","4.5","2.5","381.8","87.8","26.6","0.007","-5.8","0","118.7","","","",""
"2942.4","4.8","2.3","499.5","137.9","16.0","0.000","-164.4","0","3834.9","","","",""
"3.5","4.4","4.3","491.0","54.5","4.0","0.007","-3.9","0","75.2","","","",""
"0.1","1.1","1.0","539.0","89.8","35.7","0.009","-2.9","0","3.2","","","",""
"0.6","4.9","1.4","20.0","39.8","39.8","0.006","-0.0","0","0.7","","","",""
"6.2","0.3","0.1","53.1","26.1","22.2","0.000","-58.6","0","6.5","","","",""
"11.5","1.6","1.1","581.8","152.3","9.2","0.007","-8.5","0","22.5","","","",""
"0.3","0.5","0.0","785.9","180.1","164.9","0.004","-1.3","0","0.3","","","",""
"9.3","4.6","1.3","776.6","5.5","1.5","0.003","-0.5","0","10.1","","","",""
