"Speed","Radius_big","Radius_small","Length","Pressure_1","Pressure_2","Viscosity","Kf_a","Kf_b","Kf_c","","","",""
"10.3","4.0","3.0","794.3","188.2","164.6","0.005","-1.4","0","22.7","","","",""
"0.1","0.3","0.0","712.6","12.7","0.2","0.005","-0.8","0","0.1","","","",""
"143.8","3.0","2.8","76.8","41.1","3.1","0.001","-88.9","0","823.5","","","",""
"1534.1","4.1","3.3","55.3","71.4","20.3","0.001","-252.4","0","4225.7","","","",""
"43.9","2.8","0.5","392.5","177.6","165.9","0.001","-5.7","0","45.3","","","",""
"6.9","2.0","0.4","275.5","106.0","86.9","0.010","-1.8","0","7.2","","","",""
"12.7","4.3","2.8","815.9","180.6","165.6","0.004","-1.2","0","21.8","","","",""
"0.4","0.7","0.6","365.1","29.6","21.2","0.000","-21.1","0","9.0","","","",""
"82.4","4.8","0.8","369.6","121.8","93.3","0.005","-3.6","0","84.8","","","",""
"5.7","1.0","1.0","37.4","68.4","64.4","0.000","-170.7","0","172.8","","","",""
"10.5","2.9","0.4","675.4","25.7","1.4","0.007","-1.3","0","10.7","","","",""
"6.3","2.2","1.7","96.0","182.1","173.2","0.008","-3.0","0","14.6","","","",""
"51.0","1.8","0.5","516.2","26.8","1.9","0.001","-17.5","0","55.7","","","",""
"106.7","4.1","2.7","90.7","47.3","27.3","0.005","-11.5","0","193.2","","","",""
"65.4","3.5","2.2","274.5","155.3","89.9","0.007","-8.6","0","106.7","","","",""
"88.3","3.9","2.1","606.8","114.4","58.0","0.003","-8.3","0","124.8","","","",""
"21.2","2.8","0.4","137.6","162.3","146.7","0.010","-2.9","0","21.7","","","",""
"1.3","0.2","0.2","10.0","175.7","102.2","0.006","-327.9","0","10.0","","","",""
"3.6","3.8","0.4","690.1","26.0","21.7","0.006","-0.3","0","3.6","","","",""
"26.8","4.4","3.2","930.4","171.3","103.5","0.006","-3.0","0","57.7","","","",""
"24.7","4.8","0.2","444.3","65.1","46.3","0.010","-1.1","0","24.8","","","",""
"1.5","0.7","0.5","409.9","183.3","125.6","0.005","-6.4","0","2.9","","","",""
"2.4","1.2","0.3","780.3","183.7","158.3","0.005","-1.8","0","2.6","","","",""
"2.0","2.5","1.7","972.0","134.4","116.6","0.008","-0.6","0","3.7","","","",""
"0.0","0.2","0.2","400.7","29.9","17.1","0.007","-1.2","0","0.1","","","",""
"9.2","2.1","0.3","270.9","17.0","6.6","0.005","-2.0","0","9.4","","","",""
"0.4","2.1","0.0","629.3","7.9","6.5","0.006","-0.1","0","0.4","","","",""
"1697.6","3.9","1.6","641.2","71.5","9.9","0.000","-134.6","0","2044.8","","","",""
"1.3","2.3","1.1","661.5","15.3","9.2","0.007","-0.3","0","1.7","","","",""
"31.1","1.8","1.3","827.0","144.5","63.9","0.001","-19.3","0","64.5","","","",""
"2.9","0.7","0.5","630.7","189.0","90.7","0.004","-10.4","0","5.6","","","",""
"0.1","0.8","0.7","545.1","164.9","156.6","0.008","-0.5","0","0.3","","","",""
"0.0","0.4","0.2","316.5","46.9","44.9","0.006","-0.2","0","0.0","","","",""
"1.7","1.0","0.5","211.2","55.3","39.7","0.007","-2.7","0","2.5","","","",""
"186.1","2.8","1.5","310.7","195.4","15.2","0.004","-34.8","0","263.0","","","",""
"26.0","3.8","2.3","947.0","93.6","17.7","0.007","-2.7","0","40.6","","","",""
"15.7","2.3","0.2","427.8","118.5","65.2","0.010","-3.1","0","15.9","","","",""
"13.8","2.1","0.8","286.8","61.5","36.5","0.006","-3.5","0","15.7","","","",""
"0.5","1.8","0.8","517.3","46.8","43.9","0.008","-0.2","0","0.6","","","",""
"3.4","3.2","0.8","925.4","80.2","67.9","0.009","-0.4","0","3.6","","","",""
"5.5","3.2","2.9","962.7","124.3","45.8","0.007","-3.0","0","31.0","","","",""
"103.9","4.8","3.1","640.9","98.2","52.7","0.002","-7.5","0","176.2","","","",""
"10.6","2.9","2.4","735.4","54.9","2.8","0.004","-4.4","0","36.1","","","",""
"57.3","3.0","1.7","731.2","178.8","3.5","0.006","-9.5","0","83.7","","","",""
"0.3","3.2","3.0","678.6","61.7","55.9","0.009","-0.2","0","2.3","","","",""
"45.6","3.0","2.1","101.0","121.5","95.6","0.007","-9.6","0","86.7","","","",""
"0.0","0.5","0.4","51.7","0.4","0.1","0.007","-0.2","0","0.0","","","",""
"0.1","4.8","4.6","874.3","2.7","0.1","0.007","-0.1","0","2.4","","","",""
"18.4","2.5","0.6","112.0","40.3","35.9","0.003","-3.1","0","19.4","","","",""
"0.3","0.4","0.4","313.7","185.6","119.6","0.006","-9.6","0","1.8","","","",""
"39.4","4.9","3.2","787.9","183.3","152.5","0.003","-2.9","0","70.1","","","",""
"34.1","3.5","0.8","435.0","156.5","126.0","0.006","-2.9","0","35.7","","","",""
"87.1","4.4","2.7","951.1","139.3","9.2","0.005","-7.5","0","143.7","","","",""
"61.2","2.0","1.2","879.6","99.2","77.4","0.000","-25.2","0","96.5","","","",""
"768.0","1.2","0.6","30.9","92.8","52.6","0.000","-719.6","0","1032.9","","","",""
"0.1","1.4","1.1","443.2","5.6","5.2","0.002","-0.1","0","0.2","","","",""
"25.8","4.6","1.6","772.7","24.0","4.5","0.005","-1.4","0","29.3","","","",""
"73.9","3.2","2.7","23.6","5.4","3.6","0.001","-22.0","0","231.6","","","",""
"111.1","1.3","0.4","93.5","191.4","132.5","0.002","-66.3","0","119.3","","","",""
"456.7","4.0","3.8","3.1","138.9","102.5","0.006","-483.1","0","7586.7","","","",""
"0.5","1.8","1.3","190.3","9.7","7.7","0.007","-0.4","0","1.2","","","",""
"0.0","0.2","0.1","958.1","63.0","38.4","0.002","-2.8","0","0.1","","","",""
"263.6","2.8","0.1","287.8","197.1","75.1","0.003","-34.5","0","263.8","","","",""
"5.4","1.2","0.0","476.6","97.9","36.9","0.008","-4.0","0","5.4","","","",""
"175.7","2.9","1.4","468.5","87.7","17.8","0.001","-27.3","0","230.1","","","",""
"60.8","3.9","1.2","154.1","73.2","58.7","0.005","-4.5","0","67.6","","","",""
"0.2","2.0","1.9","691.0","12.7","3.5","0.009","-0.4","0","1.6","","","",""
"43.6","3.2","1.4","927.2","6.6","5.2","0.000","-5.2","0","53.3","","","",""
"1.5","4.4","3.8","143.9","3.6","2.4","0.007","-0.3","0","5.9","","","",""
"14010.0","1.9","1.1","0.3","124.7","91.7","0.005","-6123.9","0","21501.4","","","",""
"24.0","2.2","1.1","580.4","154.3","75.3","0.005","-6.2","0","30.9","","","",""
"0.1","0.8","0.8","815.8","60.2","42.0","0.007","-0.8","0","0.5","","","",""
"4.5","1.8","0.9","976.2","66.0","30.8","0.005","-1.8","0","6.1","","","",""
"12.3","3.3","1.9","860.1","54.3","21.0","0.006","-1.6","0","18.0","","","",""
"1.4","1.2","0.3","224.4","50.8","44.3","0.008","-1.0","0","1.5","","","",""
"3.6","2.7","0.7","332.6","58.1","51.2","0.010","-0.5","0","3.9","","","",""
"18.3","0.6","0.3","75.4","17.5","5.7","0.001","-66.7","0","23.8","","","",""
"63.0","3.5","2.0","353.3","133.3","30.4","0.009","-7.8","0","94.8","","","",""
"1.1","3.7","0.6","273.2","12.2","11.7","0.006","-0.1","0","1.1","","","",""
"21.7","3.2","0.3","782.0","66.8","36.7","0.005","-2.1","0","21.8","","","",""
"6.6","0.7","0.4","518.7","109.6","19.5","0.002","-22.8","0","10.8","","","",""
"36.2","1.7","0.4","610.4","78.7","67.8","0.000","-12.7","0","38.1","","","",""
"30.7","3.5","3.2","192.3","104.8","1.0","0.008","-17.4","0","207.9","","","",""
"11.6","2.0","0.7","78.3","39.0","34.6","0.004","-3.2","0","13.2","","","",""
"1.6","0.9","0.4","844.5","154.7","76.5","0.009","-2.6","0","2.0","","","",""
"25.5","1.3","0.4","371.2","27.2","9.4","0.001","-16.4","0","27.7","","","",""
"0.0","0.3","0.1","857.2","111.8","110.4","0.008","-0.0","0","0.0","","","",""
"240.6","4.7","4.1","306.9","172.6","55.5","0.002","-48.9","0","1060.3","","","",""
"8.1","0.4","0.0","27.1","29.7","22.9","0.001","-44.2","0","8.2","","","",""
"3.0","1.3","0.4","792.6","114.3","108.7","0.001","-1.9","0","3.3","","","",""
"0.7","0.6","0.1","975.4","112.4","63.8","0.006","-2.2","0","0.7","","","",""
"0.1","0.3","0.2","132.2","113.4","107.1","0.008","-1.5","0","0.1","","","",""
"12.9","4.4","3.2","256.5","43.6","33.2","0.007","-1.5","0","27.9","","","",""
"13.8","2.9","0.0","654.2","43.8","2.5","0.010","-1.6","0","13.8","","","",""
"24.4","2.5","1.2","750.9","120.7","12.6","0.007","-5.0","0","32.0","","","",""
"88.1","2.9","0.9","218.5","158.3","59.3","0.010","-11.4","0","97.2","","","",""
"5.4","2.3","1.7","842.0","124.8","101.5","0.003","-2.0","0","11.0","","","",""
"10.9","1.3","0.8","631.0","181.1","62.3","0.005","-9.4","0","16.4","","","",""
"0.4","2.2","1.1","804.7","7.3","4.4","0.008","-0.1","0","0.6","","","",""
"0.5","1.8","0.5","929.4","49.7","43.5","0.009","-0.2","0","0.6","","","",""
"0.2","0.2","0.1","148.6","61.3","9.6","0.009","-9.4","0","0.2","","","",""
"29.7","4.5","3.4","795.2","32.8","21.5","0.001","-3.2","0","65.4","","","",""
"2.8","1.1","0.3","494.7","81.0","71.5","0.002","-2.6","0","3.1","","","",""
"22.1","3.4","3.3","428.3","84.2","35.5","0.002","-17.9","0","211.5","","","",""
"98.7","4.8","2.8","840.7","108.7","8.3","0.005","-6.4","0","148.2","","","",""
"71.2","3.5","2.0","209.7","67.1","4.1","0.009","-8.8","0","107.0","","","",""
"20.8","3.1","2.0","231.1","56.8","42.0","0.004","-3.9","0","36.7","","","",""
"0.0","3.0","2.9","289.2","7.4","7.3","0.005","-0.0","0","0.1","","","",""
"0.0","1.6","1.6","758.9","36.0","24.7","0.007","-0.5","0","1.3","","","",""
"91.6","4.1","1.0","998.5","132.9","35.4","0.004","-5.8","0","96.9","","","",""
"4.0","0.4","0.2","69.0","114.7","42.8","0.007","-38.4","0","5.1","","","",""
"5.2","1.6","0.2","693.8","63.7","23.1","0.007","-2.1","0","5.2","","","",""
"9.0","3.4","2.9","824.7","128.0","70.1","0.005","-3.3","0","37.1","","","",""
"48.0","4.6","0.1","962.7","125.3","66.3","0.007","-2.3","0","48.0","","","",""
"177.3","4.3","0.2","853.6","83.7","11.6","0.002","-9.7","0","177.7","","","",""
"72.0","4.9","2.1","711.0","143.0","71.2","0.007","-3.7","0","88.0","","","",""
"47.3","2.3","1.0","326.4","166.1","127.5","0.003","-11.4","0","59.6","","","",""
"6.7","2.6","0.7","904.0","125.6","92.5","0.009","-1.1","0","7.2","","","",""
"0.8","1.8","1.7","778.2","130.2","80.6","0.008","-1.9","0","6.3","","","",""
"22.9","2.1","0.9","69.0","46.2","31.4","0.009","-6.1","0","27.9","","","",""
"0.6","0.4","0.0","865.1","80.4","8.4","0.006","-3.5","0","0.6","","","",""
"330.7","4.8","2.1","132.2","40.6","4.9","0.004","-18.3","0","413.2","","","",""
"35.0","1.9","1.1","238.1","142.6","53.4","0.007","-14.1","0","51.2","","","",""
"389.9","2.8","0.1","45.2","119.8","37.7","0.009","-49.7","0","390.1","","","",""
"6.3","0.5","0.0","126.7","97.1","10.4","0.007","-24.6","0","6.3","","","",""
"2.2","1.0","0.8","912.6","72.0","2.7","0.004","-4.9","0","5.4","","","",""
"7.0","0.1","0.0","112.3","84.2","26.7","0.000","-466.5","0","7.8","","","",""
"114.1","4.2","0.7","555.4","150.3","5.6","0.010","-6.6","0","117.5","","","",""
"0.0","0.1","0.0","953.7","136.8","25.2","0.005","-5.9","0","0.0","","","",""
"5.6","3.5","2.8","488.0","71.9","45.8","0.010","-1.4","0","16.2","","","",""
"49.2","4.0","3.5","610.1","184.0","60.5","0.004","-12.4","0","197.9","","","",""
"17.8","2.8","2.4","463.0","92.7","37.5","0.003","-8.8","0","68.5","","","",""
"1.0","0.2","0.0","313.2","153.2","18.3","0.006","-16.7","0","1.0","","","",""
"3.2","2.8","0.5","714.0","40.7","31.9","0.007","-0.4","0","3.3","","","",""
"7.2","1.2","0.3","497.1","27.2","0.6","0.003","-5.3","0","7.7","","","",""
"278.3","3.4","2.1","139.5","140.4","32.3","0.005","-39.1","0","452.1","","","",""
"6.3","3.3","2.0","721.1","37.9","11.8","0.009","-1.0","0","10.3","","","",""
"3.6","3.5","0.3","614.0","181.7","176.0","0.008","-0.3","0","3.7","","","",""
"1.6","0.8","0.6","532.9","41.1","7.6","0.003","-5.1","0","3.5","","","",""
"2.7","2.8","1.4","560.1","105.3","96.1","0.009","-0.5","0","3.6","","","",""
"3.0","3.1","0.8","771.9","54.9","45.1","0.010","-0.3","0","3.2","","","",""
"657.8","2.4","1.1","208.4","196.9","21.5","0.001","-143.6","0","831.8","","","",""
"36.2","0.5","0.4","7.6","56.9","0.7","0.005","-340.2","0","102.2","","","",""
"4.2","2.7","0.1","412.3","12.5","10.1","0.002","-0.6","0","4.2","","","",""
"3.5","1.1","0.3","247.4","186.2","173.3","0.004","-3.4","0","3.8","","","",""
"2.6","1.1","0.3","346.1","18.7","8.6","0.003","-2.2","0","2.9","","","",""
"1.3","1.2","0.8","890.6","186.1","162.7","0.005","-1.3","0","2.0","","","",""
"22.0","2.2","0.2","809.4","141.3","28.6","0.007","-4.7","0","22.3","","","",""
"0.9","0.8","0.5","617.8","68.6","33.5","0.005","-3.0","0","1.7","","","",""
"3663.9","3.6","0.8","414.7","79.8","51.8","0.000","-299.4","0","3857.8","","","",""
"8.3","2.2","0.3","622.7","188.4","158.5","0.007","-1.8","0","8.5","","","",""
"0.3","1.4","1.2","62.4","11.6","10.4","0.009","-0.5","0","1.0","","","",""
"29.0","2.2","1.1","824.4","130.8","19.2","0.004","-8.2","0","39.1","","","",""
"2.1","1.0","0.5","823.0","96.5","27.2","0.007","-2.9","0","2.9","","","",""
"111.0","2.8","1.2","568.1","149.9","22.6","0.003","-17.3","0","136.1","","","",""
"56.4","4.8","1.2","897.3","122.4","67.4","0.006","-2.6","0","60.0","","","",""
"7.4","3.1","0.2","343.7","10.3","5.3","0.005","-0.8","0","7.5","","","",""
"42.0","4.1","4.0","194.7","74.8","13.9","0.001","-57.2","0","939.0","","","",""
"166.2","3.7","2.0","885.2","125.2","0.4","0.002","-17.6","0","239.2","","","",""
"0.6","2.9","2.1","733.6","152.9","151.2","0.004","-0.2","0","1.3","","","",""
"49.4","2.3","0.1","139.5","182.3","142.9","0.008","-9.3","0","49.4","","","",""
"19.5","2.4","2.1","634.4","120.2","5.1","0.003","-15.6","0","91.1","","","",""
"303.4","2.5","0.4","167.4","82.1","25.2","0.002","-51.1","0","312.3","","","",""
"1.0","3.0","1.3","641.5","7.2","4.6","0.007","-0.1","0","1.3","","","",""
"46.9","2.7","0.3","744.7","96.9","38.2","0.003","-6.7","0","47.6","","","",""
"9.6","1.0","0.8","749.8","47.1","14.7","0.000","-25.7","0","24.2","","","",""
"12.7","3.0","2.3","897.3","56.2","41.4","0.001","-3.1","0","28.4","","","",""
"1.4","2.7","2.5","603.3","138.8","109.0","0.008","-1.5","0","10.5","","","",""
"1.5","0.9","0.7","140.5","14.2","4.3","0.004","-4.3","0","3.6","","","",""
"0.3","0.5","0.3","346.2","137.5","121.2","0.005","-2.3","0","0.5","","","",""
"170.2","4.1","1.3","809.6","130.6","59.0","0.002","-11.0","0","187.7","","","",""
"42.1","1.8","0.7","927.2","119.2","38.9","0.001","-14.5","0","48.4","","","",""
"23.8","3.4","1.4","465.1","194.4","185.2","0.002","-2.4","0","28.9","","","",""
"0.4","0.2","0.2","326.8","147.6","29.9","0.005","-18.8","0","1.0","","","",""
"5.2","2.4","1.7","668.6","87.7","63.6","0.005","-1.8","0","10.1","","","",""
"270.2","2.3","1.0","98.7","73.7","45.9","0.001","-65.7","0","339.8","","","",""
"106.7","1.1","0.1","176.9","149.6","35.5","0.002","-82.5","0","107.9","","","",""
"0.0","0.6","0.4","408.3","0.3","0.2","0.007","-0.0","0","0.0","","","",""
"46.5","3.3","2.2","756.8","192.8","36.9","0.007","-7.2","0","80.3","","","",""
"14.1","3.0","1.9","370.5","19.0","2.6","0.004","-2.6","0","23.3","","","",""
"2.3","0.7","0.0","222.8","32.2","11.3","0.005","-4.9","0","2.3","","","",""
"28.0","5.0","2.9","939.6","101.7","52.8","0.007","-1.8","0","43.1","","","",""
"0.0","0.1","0.1","629.5","173.2","24.7","0.007","-8.2","0","0.2","","","",""
"325.3","4.8","3.0","560.4","178.5","63.9","0.002","-23.6","0","544.9","","","",""
"0.5","1.8","0.7","833.7","21.1","15.9","0.008","-0.2","0","0.7","","","",""
"8.7","3.6","0.8","764.7","49.8","46.3","0.002","-0.7","0","9.2","","","",""
"0.0","0.0","0.0","118.3","12.1","7.0","0.005","-2.4","0","0.0","","","",""
"0.7","1.2","1.1","187.5","59.3","43.0","0.007","-3.0","0","4.4","","","",""
"112.7","3.8","1.3","373.3","173.3","98.4","0.006","-9.1","0","127.4","","","",""
"4.1","1.1","0.5","521.2","158.0","81.4","0.008","-4.4","0","5.3","","","",""
"124.0","4.8","2.1","763.7","114.6","65.8","0.002","-6.6","0","153.2","","","",""
"72.5","4.1","2.6","487.5","154.8","113.3","0.003","-7.0","0","118.5","","","",""
"14.7","2.3","1.2","443.3","157.4","109.1","0.007","-4.0","0","20.7","","","",""
"8.2","2.7","0.4","598.1","57.0","32.5","0.009","-1.2","0","8.4","","","",""
"26.0","2.1","1.3","352.1","121.2","76.4","0.003","-9.4","0","40.9","","","",""
"121.4","4.7","0.0","406.2","83.5","14.7","0.008","-5.5","0","121.4","","","",""
"73.3","3.6","1.9","285.1","61.4","0.9","0.007","-7.6","0","100.1","","","",""
"11.0","2.3","1.5","508.7","72.4","41.7","0.004","-3.4","0","18.3","","","",""
"57.3","4.2","0.2","348.2","142.9","120.1","0.005","-3.2","0","57.4","","","",""
"13.0","1.7","0.5","795.3","20.6","1.0","0.001","-5.2","0","14.2","","","",""
"0.3","1.1","1.0","342.6","70.7","19.9","0.008","-4.7","0","5.3","","","",""
"11.3","2.3","1.7","808.3","119.3","12.0","0.007","-4.9","0","25.5","","","",""
"97.8","3.2","1.2","564.1","92.0","13.6","0.003","-10.8","0","112.8","","","",""
"1.6","1.7","1.4","877.5","63.5","7.8","0.009","-1.8","0","4.9","","","",""
"9.3","0.8","0.3","204.8","118.4","55.9","0.005","-16.0","0","10.9","","","",""
"1.5","1.2","0.1","643.4","17.4","5.6","0.005","-1.0","0","1.5","","","",""
"497.3","1.2","0.5","131.8","135.3","24.7","0.001","-408.0","0","588.7","","","",""
"1.4","0.8","0.5","657.2","124.7","44.6","0.007","-4.5","0","2.7","","","",""
"117.1","4.9","2.7","634.7","41.4","13.7","0.002","-7.3","0","171.2","","","",""
"33.1","4.4","1.6","970.5","117.7","51.2","0.009","-2.0","0","38.1","","","",""
"5.8","4.0","0.2","117.4","24.8","23.4","0.008","-0.4","0","5.9","","","",""
"309.9","3.5","0.3","599.3","187.0","76.5","0.002","-24.9","0","312.4","","","",""
"810.5","3.4","2.0","552.8","139.4","31.1","0.000","-106.4","0","1222.4","","","",""
"0.2","1.4","1.2","727.1","79.4","69.5","0.007","-0.5","0","0.9","","","",""
"5.9","3.9","3.8","811.1","158.8","94.6","0.005","-4.3","0","66.3","","","",""
"25.1","3.8","0.0","191.8","2.9","2.2","0.000","-1.7","0","25.1","","","",""
"1032.8","2.0","0.4","147.7","31.1","5.3","0.000","-278.9","0","1078.0","","","",""
"0.2","1.8","0.4","476.0","4.9","4.1","0.006","-0.1","0","0.2","","","",""
"7.6","2.2","1.9","346.7","169.7","130.8","0.005","-6.0","0","28.4","","","",""
"86051.1","3.8","2.2","39.5","163.6","56.8","0.000","-9040.3","0","131072.7","","","",""
"27132.4","4.9","2.1","504.2","154.6","101.4","0.000","-1421.5","0","33477.9","","","",""
"0.4","1.0","0.8","612.6","14.6","2.6","0.005","-0.9","0","0.9","","","",""
"28.1","2.5","1.9","692.3","144.6","5.2","0.005","-11.1","0","68.4","","","",""
"6.5","3.1","2.6","735.4","104.5","66.6","0.006","-2.2","0","21.0","","","",""
"23.4","3.0","0.5","195.3","20.7","5.4","0.007","-2.7","0","24.2","","","",""
"0.6","2.5","2.4","520.2","72.7","58.8","0.001","-5.6","0","34.0","","","",""
"1172.2","3.9","0.3","356.6","191.6","0.8","0.002","-75.6","0","1177.7","","","",""
"7.9","1.8","0.3","660.2","41.8","22.8","0.003","-2.5","0","8.1","","","",""
"48.3","4.7","3.0","682.7","129.3","33.2","0.010","-3.7","0","80.3","","","",""
"309.6","3.5","0.4","194.9","172.8","19.5","0.008","-25.1","0","312.9","","","",""
"14.6","2.3","1.8","297.4","39.9","22.9","0.002","-6.4","0","35.2","","","",""
"10.3","2.8","2.4","707.1","132.8","26.7","0.007","-5.8","0","44.4","","","",""
"1.1","0.5","0.1","591.0","152.0","54.3","0.009","-4.7","0","1.1","","","",""
"0.4","3.5","3.0","496.5","0.4","0.1","0.001","-0.1","0","1.2","","","",""
"5.1","2.6","1.5","309.7","16.6","11.1","0.004","-1.1","0","7.5","","","",""
"9.0","3.3","0.0","951.5","154.5","127.0","0.009","-0.8","0","9.0","","","",""
"9.6","1.0","0.1","267.9","107.1","36.9","0.007","-9.5","0","9.7","","","",""
"14.1","3.8","1.0","628.6","38.5","13.2","0.009","-1.1","0","15.1","","","",""
"8.4","1.3","0.3","725.3","31.3","4.0","0.002","-5.6","0","8.9","","","",""
"14.7","3.4","2.3","993.5","26.6","3.3","0.003","-2.3","0","26.4","","","",""
"152.0","2.3","1.3","510.4","188.2","29.1","0.002","-43.3","0","230.7","","","",""
"10.1","1.0","0.7","172.2","198.1","94.8","0.010","-15.7","0","17.1","","","",""
"1.1","2.6","2.6","192.7","59.5","25.1","0.005","-9.6","0","65.2","","","",""
"10.9","2.8","1.1","778.3","99.0","57.7","0.008","-1.6","0","12.8","","","",""
"41.5","3.7","1.5","653.6","161.3","126.4","0.004","-3.6","0","49.4","","","",""
"120.8","4.4","1.8","376.6","152.4","51.4","0.009","-7.5","0","144.6","","","",""
"24.7","1.7","0.3","175.3","166.0","107.2","0.010","-8.8","0","25.3","","","",""
"122.3","4.4","2.8","730.4","154.8","80.5","0.002","-11.0","0","210.7","","","",""
"0.9","2.5","1.0","576.8","83.9","81.5","0.006","-0.2","0","1.1","","","",""
"5.5","3.3","1.2","922.2","104.8","85.4","0.009","-0.6","0","6.3","","","",""
"0.0","0.4","0.4","349.2","105.2","104.0","0.004","-0.2","0","0.0","","","",""
"2.4","2.5","1.4","285.0","91.0","85.1","0.009","-0.6","0","3.5","","","",""
"22.5","1.5","0.8","534.2","147.8","132.1","0.001","-14.0","0","32.3","","","",""
"37.4","4.7","4.2","319.3","125.4","83.6","0.004","-7.5","0","166.3","","","",""
"7.0","0.5","0.2","198.8","113.6","27.5","0.003","-34.4","0","7.9","","","",""
"93.1","3.5","1.0","226.0","59.5","7.7","0.007","-8.1","0","101.5","","","",""
"0.5","1.7","1.6","906.2","72.9","59.7","0.002","-2.3","0","6.4","","","",""
"12173.5","3.8","0.6","186.8","120.1","102.2","0.000","-853.7","0","12531.3","","","",""
"28.6","3.0","2.3","554.5","110.7","31.5","0.005","-7.4","0","68.6","","","",""
"8.3","3.8","1.9","870.1","12.3","1.7","0.004","-0.8","0","11.0","","","",""
"0.7","0.6","0.4","438.7","63.3","12.8","0.010","-3.0","0","1.1","","","",""
"502.6","4.6","3.7","125.1","51.3","17.7","0.001","-63.7","0","1364.5","","","",""
"476.4","2.2","1.1","115.3","179.6","124.6","0.001","-131.6","0","630.7","","","",""
"97.0","4.7","1.5","557.5","111.0","60.0","0.005","-5.0","0","108.6","","","",""
"2.2","4.6","0.4","587.0","3.7","2.4","0.005","-0.1","0","2.2","","","",""
"0.4","0.6","0.5","207.6","83.8","69.6","0.004","-4.7","0","1.6","","","",""
"274.3","2.9","0.3","561.2","88.8","47.4","0.001","-33.9","0","276.8","","","",""
"45.9","3.6","2.3","692.2","105.0","22.0","0.005","-5.9","0","77.4","","","",""
"12.7","2.4","0.7","748.4","61.1","28.4","0.005","-2.3","0","13.8","","","",""
"0.2","1.0","1.0","658.9","163.4","16.5","0.006","-9.7","0","9.3","","","",""
"35.0","3.6","2.4","896.3","182.2","25.9","0.009","-4.8","0","62.8","","","",""
"0.5","0.6","0.4","350.5","58.2","38.4","0.007","-2.1","0","0.8","","","",""
"513.8","3.7","1.8","42.4","142.4","90.7","0.006","-49.0","0","670.9","","","",""
"233.6","3.1","2.1","830.4","180.0","107.4","0.000","-46.6","0","439.0","","","",""
"35.8","4.6","4.2","574.6","176.5","62.5","0.005","-9.4","0","202.1","","","",""
"0.7","0.7","0.3","786.6","11.3","0.2","0.002","-1.5","0","0.8","","","",""
"132.3","2.0","1.3","185.6","127.3","27.8","0.003","-53.0","0","219.1","","","",""
"74.7","3.5","2.1","261.2","115.8","45.5","0.007","-9.7","0","117.8","","","",""
"0.0","0.1","0.1","662.0","137.3","17.1","0.003","-16.3","0","0.2","","","",""
"6.5","4.2","3.8","501.0","73.3","39.9","0.008","-2.1","0","36.0","","","",""
"64.4","2.1","1.0","717.6","112.2","0.9","0.002","-18.1","0","81.3","","","",""
"0.7","2.7","0.3","777.9","1.4","0.2","0.004","-0.1","0","0.7","","","",""
"61.3","1.8","1.3","256.3","55.8","33.9","0.001","-38.6","0","123.3","","","",""
"511.1","3.0","1.5","52.3","93.8","34.6","0.004","-77.7","0","684.2","","","",""
"56.9","3.2","0.2","389.1","48.0","5.5","0.005","-5.7","0","57.2","","","",""
"1.5","0.4","0.0","860.3","107.3","18.3","0.002","-12.4","0","1.5","","","",""
"14.9","4.7","4.0","939.7","154.1","92.1","0.007","-2.5","0","55.5","","","",""
"113.8","4.4","1.7","908.1","109.6","24.0","0.003","-6.9","0","135.0","","","",""
"27.3","0.7","0.0","76.2","77.3","48.9","0.002","-53.3","0","27.4","","","",""
"20.9","2.8","0.7","209.7","24.0","4.7","0.008","-2.9","0","22.5","","","",""
"992.6","3.7","2.0","50.5","58.5","39.6","0.001","-102.9","0","1415.8","","","",""
"0.0","0.2","0.2","596.7","195.8","153.6","0.010","-1.8","0","0.1","","","",""
"29.5","2.1","0.3","674.0","108.4","11.0","0.006","-6.5","0","30.1","","","",""
"329.2","2.7","0.2","186.6","191.0","42.0","0.004","-45.5","0","330.8","","","",""
"1.1","1.9","0.7","683.5","30.1","23.2","0.007","-0.4","0","1.3","","","",""
"29.0","4.9","0.2","588.3","15.8","2.2","0.005","-1.2","0","29.0","","","",""
"1.6","1.8","0.6","256.5","189.8","187.7","0.004","-0.6","0","1.8","","","",""
"5.0","1.7","1.5","682.1","45.7","0.7","0.003","-6.4","0","18.6","","","",""
"30.3","1.8","0.9","489.3","179.3","20.3","0.007","-12.2","0","39.5","","","",""
"76.9","4.5","2.1","617.4","116.4","79.2","0.003","-4.9","0","97.9","","","",""
"13.7","0.6","0.1","118.1","109.7","35.0","0.004","-36.1","0","13.9","","","",""
"644.2","3.7","2.1","776.7","152.5","3.1","0.001","-69.1","0","956.7","","","",""
"0.1","3.0","1.5","737.7","7.6","7.3","0.006","-0.0","0","0.1","","","",""
"0.0","0.8","0.6","622.0","110.2","107.2","0.007","-0.2","0","0.1","","","",""
"16.1","3.0","2.2","428.5","74.9","13.8","0.009","-4.0","0","35.1","","","",""
"26.3","1.7","1.4","286.2","83.7","7.0","0.003","-23.9","0","70.0","","","",""
"247.6","1.3","0.6","38.2","178.4","12.6","0.005","-201.5","0","328.5","","","",""
"1.6","3.5","1.0","943.8","21.3","17.9","0.006","-0.1","0","1.8","","","",""
"9.5","0.8","0.3","276.9","135.3","78.2","0.003","-15.9","0","10.9","","","",""
